"Gene","Non-unique Gene name","Annotation","No. isolates","No. sequences","Avg sequences per isolate","Genome Fragment","Order within Fragment","Accessory Fragment","Accessory Order with Fragment","QC","Min group size nuc","Max group size nuc","Avg group size nuc","O-H32_Brunei","O-H5_Pakistan","O109H51_Pakistan","O16H48_Indonesia","O1H7_Pakistan","O1K1H7_Korea","O25H4_Denmark","O2K1H5_IMT5155_China","O2K1H5_Korea","O36H5_Pakistan","O76_O8H9_China","O78H4_Australia","O78H4_Korea","O78H51_Korea","O78H9_China","O78H9_HPVN24_VN","O78H9_IMT2125_UK","O78_US","O82H8_Thailand","O8H25_Laos","O9H21_China"
"yeaM_2","","putative DNA-binding transcriptional regulator","7","7","1","52","10406","369","2","","815","815","815","","","","","O1H7Pakistan_02639","O1K1H7Korea_02716","O25H4Denmark_04837","O2K1H5China_04790","O2K1H5Korea_02853","","","O78H4Australia_04702","O78H4Korea_02706","","","","","","","",""
"bcr_2","","multidrug efflux transporter Bcr","7","7","1","52","10356","360","6","","1163","1163","1163","","","","","O1H7Pakistan_02681","O1K1H7Korea_02758","O25H4Denmark_03621","O2K1H5China_04832","O2K1H5Korea_02895","","","O78H4Australia_04654","O78H4Korea_02754","","","","","","","",""
"acrB_1","","AcrB RND-type permease","7","7","1","52","9983","360","3","","3107","3107","3107","","","","","O1H7Pakistan_02683","O1K1H7Korea_02760","O25H4Denmark_03619","O2K1H5China_04835","O2K1H5Korea_02897","","","O78H4Australia_04652","O78H4Korea_02756","","","","","","","",""
"acrA_1","","AcrA membrane fusion protein","7","7","1","52","9984","360","2","","1121","1121","1121","","","","","O1H7Pakistan_02684","O1K1H7Korea_02761","O25H4Denmark_03618","O2K1H5China_04836","O2K1H5Korea_02898","","","O78H4Australia_04651","O78H4Korea_02757","","","","","","","",""
"betI_1","","HTH-type transcriptional regulator BetI","7","7","1","52","9985","360","1","","566","566","566","","","","","O1H7Pakistan_02685","O1K1H7Korea_02762","O25H4Denmark_03617","O2K1H5China_04837","O2K1H5Korea_02899","","","O78H4Australia_04650","O78H4Korea_02758","","","","","","","",""
"fecD_5","","ferric dicitrate ABC transporter - membrane subunit","7","7","1","52","10031","354","7","","980","980","980","","","","","O1H7Pakistan_02851","O1K1H7Korea_02927","O25H4Denmark_04449","O2K1H5China_04940","O2K1H5Korea_03068","","","O78H4Australia_04548","O78H4Korea_02927","","","","","","","",""
"COQ5_2","","2-methoxy-6-polyprenyl-1,4-benzoquinol methylase, mitochondrial","7","7","1","52","10029","354","3","","812","812","812","","","","","O1H7Pakistan_02853","O1K1H7Korea_02929","O25H4Denmark_04451","O2K1H5China_04942","O2K1H5Korea_03070","","","O78H4Australia_04546","O78H4Korea_02929","","","","","","","",""
"btuB_1","","vitamin B12 / E colicin / bacteriophage BF23 outer membrane porin BtuB","7","7","1","52","10027","354","1","","1970","1970","1970","","","","","O1H7Pakistan_02855","O1K1H7Korea_02931","O25H4Denmark_04453","O2K1H5China_04944","O2K1H5Korea_03072","","","O78H4Australia_04544","O78H4Korea_02931","","","","","","","",""
"group_6857","torD","chaperone protein for trimethylamine-N-oxide oxidoreductase I","7","7","1","52","8715","425","1","","599","599","599","","","","","O1H7Pakistan_03099","O1K1H7Korea_03175","O25H4Denmark_03282","O2K1H5China_03992","O2K1H5Korea_03320","","","O78H4Australia_04360","O78H4Korea_03114","","","","","","","",""
"group_6890","ybdO","putative DNA-binding transcriptional regulator LYSR-type","7","7","1","52","9124","401","1","","902","902","902","","","","","O1H7Pakistan_03570","O1K1H7Korea_03630","O25H4Denmark_01071","O2K1H5China_03545","O2K1H5Korea_03713","","","O78H4Australia_03860","O78H4Korea_03602","","","","","","","",""
"higB-1","","Toxin HigB-1","7","7","1","52","8433","432","1","","302","302","302","","","","","O1H7Pakistan_03663","O1K1H7Korea_03724","O25H4Denmark_00964","O2K1H5China_03454","O2K1H5Korea_03804","","","O78H4Australia_03759","O78H4Korea_03704","","","","","","","",""
"group_6897","","hypothetical protein","7","7","1","52","8218","1","6124","","794","794","794","","","","","O1H7Pakistan_03832","O1K1H7Korea_03891","O25H4Denmark_00800","O2K1H5China_03288","O2K1H5Korea_03971","","","O78H4Australia_03572","O78H4Korea_03885","","","","","","","",""
"dkgA_3","","methylglyoxal reductase [multifunctional]","7","7","1","52","8234","1","6060","","851","851","851","","","","","O1H7Pakistan_03846","O1K1H7Korea_03905","O25H4Denmark_03829","O2K1H5China_03270","O2K1H5Korea_03985","","","O78H4Australia_03554","O78H4Korea_03899","","","","","","","",""
"yajO_2","","putative NAD(P)H-dependent xylose reductase","7","7","1","52","8233","1","6059","","989","989","989","","","","","O1H7Pakistan_03847","O1K1H7Korea_03906","O25H4Denmark_03830","O2K1H5China_03269","O2K1H5Korea_03986","","","O78H4Australia_03553","O78H4Korea_03900","","","","","","","",""
"ycjZ_2","","putative transcriptional regulator LysR-type","7","7","1","52","8232","1","6058","","893","893","893","","","","","O1H7Pakistan_03848","O1K1H7Korea_03907","O25H4Denmark_03831","O2K1H5China_03268","O2K1H5Korea_03987","","","O78H4Australia_03552","O78H4Korea_03901","","","","","","","",""
"yafP","","putative acyltransferase with acyl-CoA N-acyltransferase domain protein","7","7","1","52","7295","36","8","","374","374","374","","","","","O1H7Pakistan_03894","O1K1H7Korea_03954","O25H4Denmark_03866","O2K1H5China_03215","O2K1H5Korea_04018","","","O78H4Australia_03472","O78H4Korea_03969","","","","","","","",""
"group_6939","sgrT","SgrT, regulator of PtsG activity","7","7","1","52","7898","416","1","","131","131","131","","","","","O1H7Pakistan_04093","O1K1H7Korea_04154","O25H4Denmark_01898","O2K1H5China_03014","O2K1H5Korea_04218","","","O78H4Australia_03250","O78H4Korea_04231","","","","","","","",""
"ccdA_1","","Antitoxin CcdA","7","7","1","52","7685","376","1","","233","233","233","","","","","O1H7Pakistan_04118","O1K1H7Korea_04179","O25H4Denmark_01926","O2K1H5China_02987","O2K1H5Korea_04243","","","O78H4Australia_03225","O78H4Korea_04255","","","","","","","",""
"insF-1_1","","hypothetical protein","7","56","8","52","6473","","","","221","887","564","OH32Brunei_00690	OH32Brunei_00693	OH32Brunei_01618	OH32Brunei_01620","","","","","","","O2K1H5China_02580	O2K1H5China_05206	O2K1H5China_05204","O2K1H5Korea_00935","O36H5Pakistan_00140	O36H5Pakistan_00011	O36H5Pakistan_00030	O36H5Pakistan_03830	O36H5Pakistan_02478	O36H5Pakistan_00013	O36H5Pakistan_00032	O36H5Pakistan_02476	O36H5Pakistan_03832	O36H5Pakistan_00142","","O78H4Australia_05392	O78H4Australia_03450	O78H4Australia_05140	O78H4Australia_01373	O78H4Australia_03510	O78H4Australia_03566	O78H4Australia_04764	O78H4Australia_03534	O78H4Australia_05364	O78H4Australia_01406	O78H4Australia_02880	O78H4Australia_03512	O78H4Australia_03568	O78H4Australia_04762	O78H4Australia_05366	O78H4Australia_01375	O78H4Australia_02882	O78H4Australia_03448	O78H4Australia_05138	O78H4Australia_05390	O78H4Australia_03537	O78H4Australia_03535","O78H4Korea_05230	O78H4Korea_01903	O78H4Korea_00069	O78H4Korea_00919	O78H4Korea_01901	O78H4Korea_00921	O78H4Korea_05232","O78H51Korea_02703	O78H51Korea_05245	O78H51Korea_00127	O78H51Korea_00164	O78H51Korea_05232	O78H51Korea_00166	O78H51Korea_02705	O78H51Korea_05230	O78H51Korea_05243","","","","","","",""
"yidJ_1","","putative sulfatase","7","7","1","52","1174","74","1","","362","1493","1015","","","","","O1H7Pakistan_00158","O1K1H7Korea_00024","O25H4Denmark_03206","O2K1H5China_02004","O2K1H5Korea_00025","","","O78H4Australia_02208","O78H4Korea_00024","","","","","","","",""
"group_7045","yjbJ","putative stress response protein","7","7","1","52","3242","1","2022","","209","209","209","","","","","O1H7Pakistan_04690","O1K1H7Korea_04800","O25H4Denmark_02941","O2K1H5China_02427","O2K1H5Korea_04932","","","O78H4Australia_02675","O78H4Korea_04796","","","","","","","",""
"ushA_2","","5'-nucleotidase / UDP-sugar hydrolase","7","7","1","52","3334","361","2","","1553","1553","1553","","","","","O1H7Pakistan_04817","O1K1H7Korea_04928","O25H4Denmark_03918","O2K1H5China_02299","O2K1H5Korea_05061","","","O78H4Australia_02555","O78H4Korea_04918","","","","","","","",""
"yagI","","CP4-6 prophage; predicted DNA-binding transcriptional regulator","7","7","1","52","1003","355","6","","767","767","767","","","","","O1H7Pakistan_04938","O1K1H7Korea_05049","O25H4Denmark_04673","O2K1H5China_02182","O2K1H5Korea_05226","","","O78H4Australia_02389","O78H4Korea_05041","","","","","","","",""
"dgoK_2","","2-dehydro-3-deoxygalactonate kinase","7","7","1","52","1002","355","5","","1004","1004","1004","","","","","O1H7Pakistan_04939","O1K1H7Korea_05050","O25H4Denmark_04674","O2K1H5China_02181","O2K1H5Korea_05227","","","O78H4Australia_02388","O78H4Korea_05042","","","","","","","",""
"dgoA_2","","2-oxo-3-deoxygalactonate 6-phosphate aldolase","7","7","1","52","1001","355","4","","629","629","629","","","","","O1H7Pakistan_04940","O1K1H7Korea_05051","O25H4Denmark_04675","O2K1H5China_02180","O2K1H5Korea_05228","","","O78H4Australia_02387","O78H4Korea_05043","","","","","","","",""
"group_7070","","hypothetical protein","7","7","1","52","1000","355","3","","974","974","974","","","","","O1H7Pakistan_04941","O1K1H7Korea_05052","O25H4Denmark_04676","O2K1H5China_02179","O2K1H5Korea_05229","","","O78H4Australia_02386","O78H4Korea_05044","","","","","","","",""
"group_7071","","hypothetical protein","7","7","1","52","927","355","2","","506","506","506","","","","","O1H7Pakistan_04942","O1K1H7Korea_05053","O25H4Denmark_04677","O2K1H5China_02178","O2K1H5Korea_05230","","","O78H4Australia_02385","O78H4Korea_05045","","","","","","","",""
"group_7072","","hypothetical protein","7","7","1","52","928","355","1","","1490","1490","1490","","","","","O1H7Pakistan_04943","O1K1H7Korea_05054","O25H4Denmark_04678","O2K1H5China_02177","O2K1H5Korea_05231","","","O78H4Australia_02384","O78H4Korea_05046","","","","","","","",""
"group_7073","","hypothetical protein","7","7","1","52","926","348","16","","95","95","95","","","","","O1H7Pakistan_04946","O1K1H7Korea_05057","O25H4Denmark_04681","O2K1H5China_02174","O2K1H5Korea_05234","","","O78H4Australia_02381","O78H4Korea_05049","","","","","","","",""
"atzF_1","","Allophanate hydrolase","7","7","1","52","920","348","10","","389","389","389","","","","","O1H7Pakistan_04952","O1K1H7Korea_05063","O25H4Denmark_03663","O2K1H5China_02168","O2K1H5Korea_05240","","","O78H4Australia_02375","O78H4Korea_05055","","","","","","","",""
"codB_2","","cytosine transporter","7","7","1","52","919","348","9","","1223","1223","1223","","","","","O1H7Pakistan_04953","O1K1H7Korea_05064","O25H4Denmark_03664","O2K1H5China_02167","O2K1H5Korea_05241","","","O78H4Australia_02374","O78H4Korea_05056","","","","","","","",""
"ydhB_2","","protein with similarity to transcriptional regulators","7","7","1","52","918","348","8","","905","905","905","","","","","O1H7Pakistan_04954","O1K1H7Korea_05065","O25H4Denmark_03665","O2K1H5China_02166","O2K1H5Korea_05242","","","O78H4Australia_02373","O78H4Korea_05057","","","","","","","",""
"murR_3","","MurR-MurNAc-6-P","7","7","1","52","917","348","7","","845","845","845","","","","","O1H7Pakistan_04955","O1K1H7Korea_05066","O25H4Denmark_03666","O2K1H5China_02165","O2K1H5Korea_05243","","","O78H4Australia_02372","O78H4Korea_05058","","","","","","","",""
"tktA_2","","transketolase I","7","7","1","52","916","348","6","","1997","1997","1997","","","","","O1H7Pakistan_04956","O1K1H7Korea_05067","O25H4Denmark_03667","O2K1H5China_02164","O2K1H5Korea_05244","","","O78H4Australia_02371","O78H4Korea_05059","","","","","","","",""
"ptsG_2","","glucose PTS permease - PtsG subunit","7","7","1","52","915","348","5","","1508","1508","1508","","","","","O1H7Pakistan_04957","O1K1H7Korea_05068","O25H4Denmark_03668","O2K1H5China_02163","O2K1H5Korea_05245","","","O78H4Australia_02370","O78H4Korea_05060","","","","","","","",""
"hxlB","","3-hexulose-6-phosphate isomerase","7","7","1","52","914","348","4","","557","557","557","","","","","O1H7Pakistan_04958","O1K1H7Korea_05069","O25H4Denmark_03669","O2K1H5China_02162","O2K1H5Korea_05246","","","O78H4Australia_02369","O78H4Korea_05061","","","","","","","",""
"salL","","Adenosyl-chloride synthase","7","7","1","52","1029","405","1","","902","902","902","","","","","O1H7Pakistan_04977","O1K1H7Korea_05115","O25H4Denmark_03686","O2K1H5China_02142","O2K1H5Korea_05265","","","O78H4Australia_02353","O78H4Korea_05077","","","","","","","",""
"fucA_2","","L-fuculose-phosphate aldolase","7","7","1","52","7423","1","6233","","641","641","641","","","","","","O1K1H7Korea_04411","","","","","O76O8H9China_01037","","O78H4Korea_04488","","O78H9China_04271","O78H9HPVN24_04652","O78H9IMT2125UK_04715","O78US_00543","","",""
"mtnA","","Methylthioribose-1-phosphate isomerase","7","7","1","52","7422","1","6234","","1115","1115","1115","","","","","","O1K1H7Korea_04412","","","","","O76O8H9China_01036","","O78H4Korea_04489","","O78H9China_04270","O78H9HPVN24_04651","O78H9IMT2125UK_04714","O78US_00542","","",""
"mtnK","","Methylthioribose kinase","7","7","1","52","7421","1","6235","","1259","1259","1259","","","","","","O1K1H7Korea_04413","","","","","O76O8H9China_01035","","O78H4Korea_04490","","O78H9China_04269","O78H9HPVN24_04650","O78H9IMT2125UK_04713","O78US_00541","","",""
"fecE_2","","ferric dicitrate ABC transporter - ATP binding subunit","7","7","1","52","6516","1","4437","","761","761","761","","","","","","O1K1H7Korea_05416","O25H4Denmark_04728","O2K1H5China_05218","O2K1H5Korea_05472","","","O78H4Australia_05362","","","O78H9China_04883","O78H9HPVN24_04839","","","","",""
"pinR_2","","Rac prophage; predicted site-specific recombinase","7","7","1","52","6513","1","4433","","590","590","590","","","","","","O1K1H7Korea_05420","O25H4Denmark_04725","O2K1H5China_05215","O2K1H5Korea_05469","","","O78H4Australia_05359","","","O78H9China_04887","O78H9HPVN24_04824","","","","",""
"group_741","","hypothetical protein","7","7","1","52","3641","1","2346","","425","425","425","OH32Brunei_04661","OH5Pakistan_04727","","","O1H7Pakistan_01902","O1K1H7Korea_02007","O25H4Denmark_04919","","O2K1H5Korea_05114","","","","","","","","O78H9IMT2125UK_00992","","","",""
"group_749","yhgE","putative transport protein","7","7","1","52","375","156","3","","524","1724","1552","","","O109H51Pakistan_00551","O16H48Indonesia_03448","","","","","","","","O78H4Australia_01877","O78H4Korea_00445","O78H51Korea_04281","","","","","","O8H25Laos_04461","O9H21China_00346"
"spaS_2","","flagellar biosynthesis protein FlhB","7","7","1","52","2204","1","7122","","167","731","413","","","","","","","","","","","O76O8H9China_03573","","","","O78H9China_03280","O78H9HPVN24_03024","O78H9IMT2125UK_03115","O78US_03777","O82H8Thailand_03896","","O9H21China_01016"
"group_756","","hypothetical protein","7","7","1","52","10480","1","2745","","965","1070","981","","","","","","","","","","","","O78H4Australia_05259","O78H4Korea_02431","O78H51Korea_02197","O78H9China_01744","O78H9HPVN24_01633","","","","O8H25Laos_02532","O9H21China_02424"
"group_778","","hypothetical protein","7","7","1","52","6523","1","4447","","722","1541","873","","","","","","O1K1H7Korea_05410","O25H4Denmark_04734","O2K1H5China_05224","O2K1H5Korea_05478","","","O78H4Australia_01391","","O78H51Korea_05225","O78H9China_04877","","","","","",""
"cspI","","Qin prophage; cold shock protein","7","7","1","52","4979","1","2781","","212","215","212","","","","O16H48Indonesia_01601","","","","","O2K1H5Korea_04358","","O76O8H9China_00789","O78H4Australia_05275","","","","","","O78US_02424","","O8H25Laos_02517","O9H21China_02441"
"group_809","papC","Outer membrane usher protein PapC","7","7","1","52","3775","21","22","","758","2645","2374","OH32Brunei_00330","OH5Pakistan_01470","","O16H48Indonesia_02394","","","","","","O36H5Pakistan_01569","","","","O78H51Korea_03067","","","O78H9IMT2125UK_02495","","","O8H25Laos_03336",""
"group_8327","","hypothetical protein","7","7","1","52","2494","318","1","","233","233","233","","","","","","","","","","","O76O8H9China_01177","","","","O78H9China_03870","O78H9HPVN24_02883","O78H9IMT2125UK_02967","O78US_03629","O82H8Thailand_02276","","O9H21China_01167"
"group_839","","hypothetical protein","7","7","1","52","12447","30","11","","380","665","485","","","","","O1H7Pakistan_04866","O1K1H7Korea_04977","O25H4Denmark_04039","O2K1H5China_02249","O2K1H5Korea_05154","","","O78H4Australia_02460","O78H4Korea_04970","","","","","","","",""
"ydeO_1","","YdeO DNA-binding transcriptional dual regulator","7","7","1","52","9327","1","223","","743","743","743","","","","","","","","","","","O76O8H9China_02533","O78H4Australia_04122","O78H4Korea_03347","","O78H9China_00411","O78H9HPVN24_00843","O78H9IMT2125UK_00813","O78US_01581","","",""
"group_8498","","hypothetical protein","7","7","1","52","2816","128","3","","1067","1067","1067","","","","","","","","","","","O76O8H9China_04001","O78H4Australia_03007","O78H4Korea_04610","","O78H9China_00903","O78H9HPVN24_04549","O78H9IMT2125UK_04612","O78US_00437","","",""
"group_8508","","hypothetical protein","7","7","1","52","8143","1","739","","311","311","311","","","","","","","","","","","O76O8H9China_04293","","","O78H51Korea_01135","O78H9China_03563","O78H9HPVN24_00600","O78H9IMT2125UK_00569","O78US_01334","","O8H25Laos_01461",""
"group_8509","","hypothetical protein","7","7","1","52","8103","1","738","","221","221","221","","","","","","","","","","","O76O8H9China_04294","","","O78H51Korea_01136","O78H9China_03562","O78H9HPVN24_00601","O78H9IMT2125UK_00570","O78US_01335","","O8H25Laos_01462",""
"group_8513","fhuA","ferrichrome / phage / antibiotic outer membrane porin FhuA","7","7","1","52","7777","40","9","","2189","2189","2189","","","","","","","","","","","O76O8H9China_04460","O78H4Australia_03332","O78H4Korea_04148","","O78H9China_01253","O78H9HPVN24_00195","O78H9IMT2125UK_00164","O78US_00885","","",""
